"FSC-A","FSC-H","FSC-W","SSC-A","SSC-B-A","SSC-B-H","SSC-B-W","SSC-H","SSC-W","Comp-APC-A :: OVA-Tet","Comp-APC-Fire 750-A :: CD3","Comp-APC-Fire 810-A :: CD4","Comp-Alexa Fluor 488-A :: TCF1","Comp-Alexa Fluor 532-A :: CD8","Comp-Alexa Fluor 700-A :: CD101","Comp-BV421-A :: Tbet","Comp-BV510-A :: CD62L","Comp-BV570-A :: CD44","Comp-BV605-A :: CD45.1","Comp-BV650-A :: CX3CR1","Comp-BV711-A :: CD45.2","Comp-BV785-A :: CD69","Comp-CellTrace Violet-A :: CTV","Comp-PE-A :: Ly108","Comp-PE-Cy7-A :: EOMES","Comp-PE-Dazzle594-A :: PD1","Comp-PerCP-eFluor 710-A :: TIM3","Comp-Zombie NIR-A :: Viability","Time"
416,344,177,141,87,69,184,120,172,558,489,271,546,563,392,465,441,697,379,299,637,284,295,383,370,317,294,263,172
478,394,178,114,63,51,180,100,166,599,549,287,657,490,396,420,279,684,312,302,688,247,285,545,350,341,303,259,173
577,426,199,100,55,43,188,83,176,578,457,274,560,506,340,319,564,669,365,328,664,257,726,533,323,311,270,279,179
360,297,177,127,65,53,180,111,167,571,492,309,555,502,378,415,307,663,361,329,655,260,269,393,369,303,286,273,179
517,418,181,110,57,46,181,95,170,592,539,271,623,536,415,329,320,697,403,444,671,240,296,631,342,511,303,237,180
558,447,183,158,89,67,195,129,179,677,480,313,365,588,496,291,352,727,383,375,610,453,293,623,347,559,451,259,202
433,337,189,128,78,68,168,113,165,577,457,316,676,545,420,534,294,672,433,301,628,245,267,636,382,555,296,295,206
477,385,181,115,55,45,180,100,168,618,456,269,412,515,511,304,639,656,353,317,687,237,744,409,357,308,283,233,227
376,297,186,123,66,51,191,102,177,632,449,312,593,601,300,385,633,648,434,303,585,272,425,703,388,516,340,294,249
506,396,187,138,89,63,207,108,185,602,494,313,376,581,447,299,569,740,408,291,647,289,367,544,331,362,349,249,263
464,364,187,154,85,67,187,129,175,555,532,295,489,540,440,449,525,698,351,292,641,265,364,477,390,379,303,238,268
502,403,183,111,66,55,177,98,166,617,420,277,483,557,471,364,316,702,389,312,650,281,543,246,347,431,275,242,284
589,458,188,150,78,61,190,129,170,654,426,310,328,573,520,306,484,681,432,310,613,272,288,657,350,588,250,230,297
460,373,180,117,68,54,184,99,172,590,430,280,536,587,531,375,318,607,346,307,664,546,700,304,361,527,244,242,302
483,395,179,122,73,59,180,106,168,693,485,351,492,584,475,343,284,664,401,646,627,278,295,636,379,541,406,262,316
470,367,188,138,71,55,192,114,176,681,413,304,337,553,451,293,312,680,385,309,579,273,276,637,302,582,301,275,319
375,309,178,131,78,64,177,114,168,582,574,281,578,519,522,538,285,695,326,320,707,249,298,497,411,397,335,213,333
611,468,191,180,87,69,185,152,173,655,464,279,357,535,436,303,359,704,446,311,601,268,296,624,343,564,359,252,334
695,528,193,146,91,72,185,120,178,643,405,302,309,517,480,308,316,680,404,375,591,270,309,631,370,563,266,258,353
422,342,180,106,55,45,179,93,167,645,484,267,655,579,450,402,437,661,337,319,612,280,282,620,375,552,356,256,355
511,414,180,118,71,57,183,101,171,609,449,278,302,540,484,301,319,696,371,601,605,307,295,505,333,520,285,234,396
548,452,177,98,53,44,176,88,163,570,523,294,334,373,455,309,331,720,397,291,642,250,591,331,322,324,265,245,408
552,440,184,185,90,67,197,150,181,638,439,301,369,595,429,279,335,698,414,640,634,350,305,531,328,439,430,422,419
635,501,185,120,67,57,173,105,167,620,417,285,296,499,448,301,397,680,356,324,619,270,501,343,323,356,268,273,431
587,468,184,117,67,55,178,102,169,602,495,295,575,556,495,360,317,684,382,478,625,264,295,628,352,552,416,255,454
568,458,182,134,68,56,178,119,164,625,444,339,325,548,441,307,326,691,447,309,585,267,277,643,322,581,351,257,460
479,370,190,132,71,57,182,115,168,598,523,259,518,482,520,388,527,585,380,288,687,526,815,556,401,285,264,201,461
521,432,177,123,77,68,167,112,161,598,420,269,337,550,472,300,501,675,314,293,601,272,286,521,304,299,303,249,464
394,319,181,115,72,62,171,101,167,627,575,259,691,579,502,466,306,655,287,305,682,270,293,607,414,514,338,203,467
588,477,181,102,56,43,192,85,175,681,567,398,573,608,510,334,420,706,453,326,641,282,283,649,377,559,312,231,469
534,387,202,192,95,73,190,161,174,681,562,289,700,604,491,517,323,712,463,367,645,257,276,642,429,584,417,221,482
622,486,187,129,73,58,185,110,171,645,428,319,329,562,444,292,586,699,408,296,600,231,292,680,329,566,293,268,496
584,465,184,160,92,72,188,134,174,702,543,389,550,631,529,357,479,713,511,309,626,294,295,674,421,600,290,223,497
602,472,187,182,113,90,184,150,177,667,438,345,355,610,469,307,383,700,463,464,611,277,292,643,321,564,322,283,500
268,210,188,143,71,52,200,120,175,587,587,366,681,565,513,383,284,663,402,460,603,306,269,647,383,489,354,241,501
487,396,180,142,70,59,172,127,164,488,535,220,561,421,479,429,386,692,376,276,709,412,752,419,378,316,310,201,522
517,420,180,114,62,47,192,95,175,682,393,303,451,616,499,319,463,699,385,313,614,262,314,667,374,578,244,231,557
402,329,179,103,54,41,194,86,176,551,523,318,603,490,493,281,309,665,272,318,662,234,278,613,367,424,285,362,576
492,412,175,133,80,67,174,117,167,589,420,282,339,483,418,310,432,678,369,460,640,248,289,491,324,405,317,256,583
515,414,182,115,66,54,181,99,170,582,400,297,555,577,432,391,310,680,406,577,598,273,284,625,355,560,410,267,590
503,351,210,208,110,83,194,171,178,609,589,270,563,516,523,553,321,732,442,599,694,216,280,442,443,516,353,325,592
436,347,184,178,98,77,185,152,171,593,495,220,494,577,446,483,314,712,349,300,641,256,344,130,402,398,353,247,605
460,394,171,84,51,44,172,75,163,578,491,328,711,534,408,403,317,678,420,319,641,276,281,636,392,551,338,285,607
237,181,192,81,46,37,182,70,167,490,627,429,648,466,542,349,278,624,332,521,554,290,273,627,415,496,295,223,618
446,383,171,103,47,39,176,94,161,613,543,333,683,541,399,336,417,665,381,281,649,263,280,639,337,541,350,258,620
547,455,176,150,84,69,177,133,166,559,427,299,301,505,454,285,680,686,353,324,658,256,653,449,303,359,283,264,633
571,414,202,186,97,76,187,157,173,593,479,270,353,579,442,286,311,712,371,291,639,240,311,552,320,521,386,253,637
387,310,183,111,58,48,179,96,169,552,539,248,523,502,463,523,290,633,323,548,682,247,267,431,392,429,372,442,640
501,420,175,88,48,41,171,80,162,579,442,271,500,508,472,301,518,668,369,305,641,341,616,317,318,343,282,232,662
456,361,185,141,65,52,184,122,169,597,545,231,634,511,464,485,283,691,309,559,668,267,274,554,431,343,320,226,662
581,470,181,119,76,54,206,94,186,655,449,357,374,554,489,301,359,698,451,290,605,302,277,629,346,589,369,273,673
461,386,175,101,51,41,180,87,168,568,535,315,564,453,450,413,308,685,370,426,650,242,273,517,452,298,303,238,686
611,493,182,108,59,43,203,87,182,649,430,324,310,542,499,310,482,715,430,287,639,288,458,438,325,298,284,260,687
509,414,180,75,38,31,179,66,164,649,511,275,662,517,368,334,320,624,346,326,621,263,287,607,388,497,344,249,693
300,242,181,124,65,52,182,109,166,529,554,366,526,530,494,373,283,657,391,411,635,300,284,610,384,527,359,247,706
488,341,209,187,101,68,217,141,195,648,629,323,715,579,503,543,329,708,396,377,696,242,295,641,505,609,406,380,714
573,464,181,104,62,49,188,88,174,626,420,272,302,507,497,299,497,672,403,302,583,262,285,637,350,528,243,252,732
657,497,194,167,94,68,203,135,181,666,464,285,323,546,551,318,345,694,431,473,634,245,272,649,351,636,312,328,757
454,380,175,149,84,74,168,137,159,644,457,343,346,567,459,275,524,684,423,297,625,269,314,668,310,541,257,260,773
536,427,184,104,60,50,173,93,163,500,465,270,339,457,444,281,552,707,342,300,642,242,491,605,323,315,236,242,801
450,359,184,161,90,71,185,139,170,591,510,345,555,490,429,465,527,709,403,279,655,262,334,516,407,374,307,259,803
598,448,195,108,54,36,219,82,193,571,421,336,457,605,460,305,327,703,438,572,615,277,298,576,361,547,370,275,803
462,392,172,115,54,44,181,103,165,588,393,278,590,475,467,390,510,673,436,313,621,358,325,505,361,301,306,259,806
399,312,188,119,55,42,195,102,170,505,485,258,598,511,433,519,290,676,340,324,649,261,296,532,380,369,291,323,814
434,363,175,118,63,49,187,101,170,632,549,313,499,581,474,398,314,711,415,299,688,224,297,616,383,545,362,246,835
634,495,188,144,76,57,197,120,176,686,445,271,347,556,439,308,354,705,414,400,597,257,296,671,379,564,394,271,840
428,325,193,182,102,77,194,147,181,601,507,382,708,581,496,446,353,671,368,324,640,313,308,660,441,542,323,229,845
449,373,176,110,56,45,180,95,168,633,426,290,513,543,469,343,476,681,404,267,565,284,296,651,362,556,223,261,874
590,481,180,132,84,70,176,114,169,607,428,270,366,506,462,297,468,707,387,560,609,304,292,432,325,323,286,263,876
554,451,180,128,73,58,184,109,172,626,483,328,345,528,470,307,401,701,450,328,614,282,304,685,348,551,302,251,876
498,422,173,104,56,45,180,90,170,645,451,344,338,564,478,296,627,682,386,295,640,251,538,620,332,310,267,242,896
378,283,196,194,109,83,193,164,174,571,519,352,410,540,447,322,299,705,406,429,649,250,307,545,378,448,317,251,902
335,270,182,86,54,44,180,75,166,580,472,263,504,483,378,333,371,702,338,323,584,290,704,368,346,289,300,274,909
516,421,180,138,84,66,188,117,172,712,400,318,518,578,532,350,558,696,418,394,596,271,308,666,406,542,293,242,923
454,377,176,133,80,67,175,117,166,628,459,300,498,489,404,363,564,720,399,312,639,309,436,236,380,315,385,290,970
502,429,171,117,73,62,172,106,161,595,515,273,360,543,415,301,326,700,291,307,597,280,468,340,309,447,284,273,985
532,425,183,118,66,55,177,103,169,614,474,343,679,579,405,436,387,685,428,283,629,283,314,668,366,549,377,281,989
572,462,181,121,60,49,180,105,168,638,496,241,247,525,508,251,490,635,379,329,695,523,827,472,349,377,303,211,999
340,258,193,154,84,65,188,130,173,604,569,361,710,546,407,510,298,689,351,293,651,271,281,673,415,552,322,280,1001
571,469,178,100,57,46,185,86,170,694,435,301,325,572,517,288,559,696,390,316,630,250,435,666,333,500,289,259,1002
505,408,181,135,68,55,183,119,166,525,432,316,280,472,459,276,629,686,397,301,645,271,678,555,350,376,261,255,1015
