"FSC-A","FSC-H","FSC-W","SSC-A","SSC-B-A","SSC-B-H","SSC-B-W","SSC-H","SSC-W","Comp-APC-A :: OVA-Tet","Comp-APC-Fire 750-A :: CD3","Comp-APC-Fire 810-A :: CD4","Comp-Alexa Fluor 488-A :: TCF1","Comp-Alexa Fluor 532-A :: CD8","Comp-Alexa Fluor 700-A :: CD101","Comp-BV421-A :: Tbet","Comp-BV510-A :: CD62L","Comp-BV570-A :: CD44","Comp-BV605-A :: CD45.1","Comp-BV650-A :: CX3CR1","Comp-BV711-A :: CD45.2","Comp-BV785-A :: CD69","Comp-CellTrace Violet-A :: CTV","Comp-PE-A :: Ly108","Comp-PE-Cy7-A :: EOMES","Comp-PE-Dazzle594-A :: PD1","Comp-PerCP-eFluor 710-A :: TIM3","Comp-Zombie NIR-A :: Viability","Time"
432,302,210,176,107,79,200,140,184,742,475,375,616,670,541,355,310,724,466,411,700,513,504,713,439,630,357,271,40
405,322,184,105,60,45,194,89,171,672,424,314,305,605,446,257,530,690,408,335,626,287,335,644,304,565,391,313,43
635,496,188,188,104,79,193,158,174,652,434,320,370,608,456,277,353,684,442,301,633,259,292,642,357,640,311,286,45
368,292,184,112,68,51,194,93,175,610,527,315,602,565,456,500,317,678,390,519,645,265,291,603,427,541,381,261,49
650,491,194,174,99,80,182,148,172,689,485,368,381,597,471,281,324,711,483,292,670,261,327,709,334,653,302,223,55
404,326,182,103,53,44,178,93,162,643,466,332,494,515,456,348,330,639,411,344,541,284,266,628,365,579,297,267,56
466,380,179,161,79,61,192,135,174,649,522,322,689,650,448,490,293,691,448,265,671,418,289,668,396,570,382,268,56
287,223,188,106,49,41,176,98,159,608,432,309,635,584,383,359,332,651,373,351,581,265,313,633,348,557,324,287,58
466,319,214,206,114,76,220,159,189,659,598,371,762,571,435,551,280,701,423,290,707,242,300,708,465,631,427,261,60
430,323,195,170,92,64,209,137,182,669,475,320,726,649,438,557,417,691,431,253,649,249,308,691,462,625,407,272,61
369,284,190,123,65,48,198,101,178,635,411,330,529,563,385,312,389,653,450,430,615,277,293,642,332,531,312,267,62
244,161,223,82,41,33,181,75,159,519,511,299,624,407,474,312,271,493,275,310,653,272,294,483,435,369,321,262,64
438,351,183,114,65,53,179,102,165,626,434,393,684,629,355,447,550,699,490,293,603,287,304,685,400,619,342,286,64
384,286,197,170,94,70,197,143,174,653,550,308,643,610,508,591,293,663,365,304,679,244,286,634,450,583,441,227,65
477,375,186,97,50,38,192,82,172,663,397,326,535,561,432,354,433,666,448,286,566,268,292,630,387,589,405,273,67
535,397,198,185,116,87,196,150,181,670,573,327,399,630,521,231,422,717,454,326,704,353,332,685,370,562,345,231,70
652,490,195,113,60,47,188,94,176,681,412,348,317,594,433,283,312,669,414,288,598,285,315,630,333,584,459,283,71
310,216,210,188,111,75,217,145,190,665,573,358,657,634,458,513,285,736,436,323,721,311,306,697,497,605,416,248,74
296,228,191,141,70,50,206,114,180,636,568,242,644,619,526,349,279,692,406,421,691,307,314,683,426,597,418,202,77
619,480,189,142,72,54,196,118,176,709,504,368,250,623,498,255,555,726,437,313,654,448,383,713,352,553,285,288,81
491,348,207,207,108,78,202,165,184,647,643,412,605,579,479,591,367,681,515,471,708,231,285,634,469,601,402,250,84
379,288,192,112,71,52,202,89,184,704,454,389,573,594,483,321,309,697,453,351,641,368,287,655,364,604,284,252,86
492,384,188,131,66,52,186,114,168,614,466,404,585,495,419,334,343,670,472,293,632,281,292,611,372,581,380,264,92
541,373,213,124,72,53,200,100,181,655,494,381,525,559,358,365,349,675,503,289,650,267,270,649,395,604,330,290,94
241,191,185,87,45,36,184,76,168,651,605,260,643,557,521,253,251,633,277,303,749,400,425,644,479,517,344,193,94
291,218,196,178,111,74,222,140,186,666,659,355,649,594,517,515,370,700,426,308,722,230,283,666,467,560,376,220,98
346,236,215,165,83,56,217,130,186,630,618,301,714,566,504,425,279,715,405,293,743,239,299,693,452,606,395,396,100
570,366,228,173,95,65,213,133,190,678,469,285,352,576,425,253,302,675,454,294,657,242,286,702,322,655,352,232,102
425,340,183,115,59,45,192,97,173,609,554,237,647,591,488,281,282,681,362,315,700,311,279,648,432,592,318,199,104
592,452,192,132,77,59,189,112,173,787,486,313,387,683,541,242,477,719,378,424,630,311,363,665,307,603,386,274,105
479,365,192,136,78,62,186,115,172,699,442,382,520,628,475,305,557,723,458,292,628,349,331,702,371,589,253,263,107
680,504,198,188,110,83,195,154,179,720,476,425,590,635,514,313,330,719,503,385,668,270,300,671,395,617,381,276,109
526,403,191,115,59,46,186,99,170,623,459,372,569,561,409,390,324,708,486,351,554,301,283,610,419,535,267,278,113
298,235,186,205,124,98,184,174,172,647,570,297,670,659,529,411,249,728,421,272,725,520,349,711,422,622,397,175,117
440,387,167,93,50,41,180,82,165,625,538,354,616,584,467,316,487,706,443,279,673,334,431,716,400,524,343,230,118
446,362,180,141,77,63,178,124,167,706,435,358,516,681,457,342,491,735,491,270,638,413,429,721,361,598,312,302,120
428,357,176,104,63,51,181,90,169,687,429,293,572,603,448,381,446,669,426,291,589,291,298,659,380,530,284,242,124
713,531,196,161,91,66,202,132,178,678,450,283,580,640,503,320,393,703,439,257,634,250,327,714,388,592,262,231,124
261,156,246,221,127,86,218,171,190,675,590,415,679,638,500,473,310,675,459,360,679,278,310,688,437,628,477,224,125
246,197,183,77,40,32,182,68,165,591,559,341,529,519,489,280,280,658,395,571,616,351,288,521,403,576,373,305,130
573,450,186,128,74,59,184,110,170,715,456,328,602,616,510,271,646,697,448,384,634,269,363,697,335,582,291,240,132
496,386,188,196,101,82,179,172,167,648,431,337,350,549,457,282,367,672,369,359,600,278,281,620,301,529,308,258,134
539,417,189,148,75,55,201,123,176,758,482,390,602,714,547,332,265,741,484,426,677,419,356,745,400,651,288,247,135
642,488,193,200,115,94,180,172,169,715,469,355,387,598,480,280,357,706,404,390,648,305,296,644,352,589,465,269,137
463,373,182,112,69,53,194,92,179,718,450,387,642,656,528,370,485,704,445,360,666,492,581,652,375,575,343,231,140
558,404,202,224,124,91,200,179,183,716,604,357,771,668,489,433,318,723,440,333,736,287,288,712,425,632,441,245,142
679,422,236,179,91,52,258,122,214,764,546,309,602,716,543,315,565,740,491,376,679,211,431,762,444,654,313,198,143
461,380,178,110,58,46,182,96,168,525,463,371,526,454,411,369,352,670,463,301,670,252,687,366,370,414,324,263,147
420,330,187,147,75,58,191,125,171,658,535,402,598,555,499,379,362,729,518,324,620,293,292,668,422,622,377,244,147
506,383,193,143,74,55,196,119,176,593,449,314,505,550,444,270,416,676,437,325,673,286,297,717,431,600,257,223,149
644,482,196,180,102,77,193,148,178,669,473,370,353,595,507,291,327,683,464,500,594,279,286,619,327,563,455,269,154
564,422,196,162,84,66,185,137,173,754,451,340,414,705,519,264,444,694,385,412,682,298,544,697,384,624,302,278,156
493,378,191,152,93,72,190,127,175,692,483,315,601,668,471,354,284,705,351,320,662,519,470,691,355,599,370,268,156
519,387,197,180,99,72,203,142,186,649,554,376,685,584,422,477,386,725,499,292,654,248,284,677,414,616,403,253,159
512,409,183,149,87,71,180,129,169,712,538,402,291,576,520,284,305,675,443,356,622,273,295,653,355,610,250,238,159
543,370,215,201,112,82,201,158,187,659,598,366,663,575,447,515,274,729,439,303,709,226,300,677,458,653,445,230,160
423,312,198,150,81,58,204,120,182,652,545,386,663,626,450,524,287,710,447,303,661,282,310,650,397,597,453,255,162
594,443,196,174,83,59,206,139,184,620,582,325,624,522,465,588,360,714,506,329,718,235,381,658,471,582,383,222,168
667,478,204,201,107,73,216,158,186,642,530,384,469,597,427,286,334,683,524,324,700,227,290,692,410,659,492,266,169
614,468,192,158,78,55,208,126,183,705,513,348,601,642,511,318,306,709,514,301,678,488,312,695,411,596,290,253,170
685,490,205,208,109,78,205,166,184,727,558,396,727,703,482,477,291,756,434,317,701,465,360,753,466,655,493,244,173
471,371,186,119,72,55,190,98,179,657,444,303,585,608,502,355,304,701,427,517,620,280,280,589,336,568,275,257,173
427,309,203,151,80,50,233,112,197,704,503,317,617,657,511,280,469,712,455,405,695,218,365,730,412,642,300,205,175
359,241,218,186,82,53,228,138,197,691,516,353,622,616,474,463,297,704,440,390,680,282,300,654,511,620,471,245,176
660,496,195,212,111,74,220,168,185,739,523,337,686,725,512,430,273,734,418,295,694,514,408,735,414,663,432,266,182
434,347,183,169,96,69,202,139,178,666,487,319,580,635,574,349,282,718,418,313,670,248,310,672,417,611,354,207,182
540,379,209,214,113,85,196,176,178,605,546,273,709,615,485,454,273,696,341,295,700,415,298,724,427,627,376,217,183
416,298,204,133,73,51,212,108,181,654,487,416,591,561,501,333,400,675,436,307,660,280,281,647,385,532,331,299,184
604,407,217,229,116,78,217,170,197,703,603,407,749,659,488,592,315,735,453,353,706,252,311,668,504,639,447,234,184
515,392,193,159,71,57,183,137,170,719,487,349,617,694,537,310,383,748,468,370,657,444,415,740,435,600,266,212,186
562,443,186,166,85,60,206,134,181,736,524,359,631,680,546,302,387,754,498,356,714,611,678,755,580,583,348,241,192
664,445,218,187,95,63,220,145,189,708,508,410,566,652,502,321,328,732,516,313,673,265,298,705,362,647,382,284,193
280,222,185,126,75,58,188,110,168,575,502,396,703,586,441,535,394,688,407,299,629,284,276,627,369,572,278,263,195
514,357,211,182,94,61,226,132,201,741,455,327,360,724,544,268,275,759,509,266,679,569,532,762,322,581,293,210,198
373,289,189,158,88,66,195,132,175,657,523,358,691,656,436,500,277,694,407,292,664,273,343,638,394,576,350,259,200
755,486,227,216,132,89,216,164,193,687,585,414,689,628,490,543,318,743,500,319,696,279,303,681,454,664,423,279,202
254,174,213,148,84,61,203,119,183,689,458,382,615,627,515,366,336,707,461,348,610,302,300,658,445,586,423,287,202
515,398,190,199,101,78,191,167,175,623,467,375,609,683,492,519,339,804,531,591,652,456,307,499,423,678,299,284,206
367,274,196,128,58,43,196,108,174,541,474,298,613,529,442,448,304,631,338,298,586,293,284,571,386,500,333,288,207
477,361,193,109,61,46,195,90,178,676,496,422,583,627,410,336,386,723,468,299,648,248,309,676,380,624,388,274,209
493,399,181,116,71,59,178,101,169,669,407,401,464,566,490,326,307,668,474,493,609,288,282,594,372,556,330,284,209
466,362,189,154,78,60,191,129,174,708,580,388,691,683,510,456,250,748,421,464,716,359,321,723,417,616,428,236,209
511,402,186,139,67,50,197,113,179,681,533,308,697,671,501,431,253,728,389,351,666,473,293,684,388,608,387,233,210
581,441,193,189,106,79,197,152,183,717,436,391,568,676,481,390,336,723,464,368,639,290,334,697,429,636,363,285,211
387,260,218,206,117,85,201,162,185,652,606,367,604,591,479,554,326,699,416,379,691,235,308,636,459,499,378,238,212
356,268,195,157,84,63,197,129,178,693,605,393,640,676,494,380,274,733,466,283,704,497,373,723,421,657,385,284,216
761,546,204,136,79,58,200,110,181,650,430,303,338,589,482,293,319,693,368,431,635,277,289,625,346,605,213,270,218
355,282,185,100,47,35,193,83,175,592,501,310,671,544,407,437,345,644,358,330,615,256,275,621,416,520,301,241,220
720,497,212,168,93,64,212,129,191,650,533,326,723,615,454,471,301,702,453,340,670,224,305,641,419,610,430,219,221
549,426,189,135,70,52,196,111,177,658,487,416,609,608,433,522,328,686,509,288,591,262,283,642,419,625,456,285,222
430,324,194,176,90,71,186,148,174,573,510,325,662,571,504,423,300,747,456,515,689,523,511,564,438,652,343,251,224
654,480,200,185,96,70,200,145,186,663,571,364,744,609,481,530,303,706,400,293,712,245,326,699,424,632,399,219,226
531,387,201,205,97,70,202,163,184,679,452,319,650,644,487,357,320,681,447,276,637,224,319,695,430,649,458,254,231
394,274,211,174,89,65,201,138,185,673,543,319,764,625,392,419,267,679,424,321,696,263,294,691,410,600,397,225,233
258,214,176,60,30,23,190,49,177,567,598,240,614,449,524,231,243,639,294,327,713,355,282,615,358,506,312,177,237
269,217,182,128,61,53,169,116,161,595,551,292,613,564,520,374,270,637,373,362,693,290,315,627,421,543,351,236,238
411,341,177,193,94,73,188,167,169,722,515,334,674,706,432,520,504,760,480,303,624,386,416,742,475,646,430,264,239
669,485,202,168,94,63,217,129,191,667,566,419,636,704,473,302,324,724,505,332,669,450,317,739,403,624,378,333,241
432,348,182,138,65,50,191,115,175,550,534,296,680,577,478,423,397,697,370,287,704,308,420,687,431,488,320,201,242
500,393,186,126,64,48,193,105,175,666,451,350,450,528,513,321,421,683,466,271,621,269,287,667,356,593,331,267,245
600,447,196,173,96,69,203,141,179,654,477,348,522,624,510,303,348,713,467,312,663,279,373,691,369,591,391,267,246
552,414,195,122,72,57,187,102,175,604,417,417,311,579,418,275,316,664,496,415,581,276,308,641,325,588,303,300,248
733,519,207,171,99,71,206,138,181,728,603,322,610,676,484,364,288,735,527,354,726,327,295,729,392,705,552,250,250
446,351,186,124,67,55,179,107,169,708,415,335,486,646,515,297,314,678,380,373,635,252,293,677,332,628,252,252,251
304,202,220,150,74,51,214,112,195,672,536,360,755,614,407,507,418,705,401,389,712,538,385,693,618,563,382,310,251
501,375,196,120,70,55,188,99,178,649,457,423,456,566,454,316,327,673,480,348,604,310,289,609,365,592,464,279,252
616,447,202,178,97,74,192,151,172,632,449,323,404,569,476,298,334,678,429,303,633,281,298,592,346,600,413,225,252
710,498,209,196,109,79,203,153,187,766,534,407,596,687,541,411,334,744,486,372,675,283,331,712,408,675,541,319,256
552,406,199,147,88,65,199,120,179,662,506,411,478,537,476,319,336,694,477,360,636,279,277,631,359,611,396,254,257
719,544,194,221,125,99,185,190,171,645,566,385,416,617,449,303,399,665,451,300,685,274,305,628,358,607,372,285,259
379,287,193,110,52,39,197,91,177,667,473,352,663,596,486,371,330,680,443,508,572,293,294,612,454,555,314,256,259
445,307,212,157,94,72,191,126,183,662,535,367,581,570,486,395,330,699,485,355,681,313,282,662,404,612,422,254,259
570,406,206,150,80,62,191,126,175,642,481,420,562,547,451,360,325,703,478,333,637,318,296,648,403,609,366,295,261
755,522,212,154,74,53,206,121,186,655,465,426,556,584,393,289,351,695,475,356,646,292,300,680,347,614,501,282,266
692,520,195,177,95,72,193,148,175,738,506,308,520,635,509,297,335,719,417,363,663,230,301,712,368,632,457,235,270
379,289,192,185,90,69,191,154,175,631,558,281,618,613,478,487,499,690,417,347,705,334,413,728,578,561,356,214,273
481,355,198,145,72,52,203,115,183,679,450,292,575,585,476,362,324,692,425,353,619,267,290,662,385,591,363,238,273
499,354,206,215,113,77,214,167,188,646,528,383,714,632,393,549,321,701,493,271,679,237,325,676,487,629,413,268,278
437,367,175,136,77,60,187,120,166,696,458,368,463,626,556,314,545,689,427,323,652,287,338,690,341,602,265,249,281
277,210,193,187,118,86,200,150,182,678,457,340,731,667,568,448,256,721,370,390,655,274,335,709,419,645,423,298,286
618,473,192,140,72,59,180,123,167,639,484,346,386,593,428,301,331,699,398,340,591,289,300,634,334,607,342,291,286
455,338,197,181,98,72,199,149,178,569,509,203,590,614,591,488,305,743,379,539,686,599,670,259,402,598,330,201,293
451,359,184,154,79,63,182,133,169,647,512,426,660,567,437,542,307,682,485,464,632,298,281,545,396,567,364,288,295
216,151,210,220,125,87,211,173,186,661,583,358,645,653,508,368,403,701,406,318,709,372,334,711,379,590,436,218,298
354,266,195,127,71,57,184,108,172,633,532,305,566,551,446,500,302,654,322,425,647,245,289,545,380,588,353,264,299
534,415,189,199,131,109,176,169,172,750,552,382,319,680,556,271,594,743,416,408,665,405,422,695,340,590,332,225,305
482,390,181,120,66,49,198,98,178,687,507,342,644,696,511,311,330,721,456,317,680,490,461,710,388,576,257,263,309
681,475,210,224,116,78,217,171,193,708,577,414,756,692,502,400,374,734,485,301,700,293,311,737,449,664,489,280,310
473,351,197,177,88,64,200,146,177,640,444,254,642,682,534,366,275,766,492,371,645,555,432,607,467,689,229,250,312
535,398,197,130,71,52,199,105,181,705,501,362,577,640,502,309,488,711,436,376,676,422,446,702,387,559,333,251,313
615,477,189,175,97,72,198,140,183,712,597,353,709,681,484,388,275,696,495,350,707,387,361,731,745,683,410,276,315
404,290,204,218,124,94,194,176,181,659,559,409,617,637,496,401,418,737,505,356,707,391,366,739,511,603,433,239,317
567,461,180,162,85,69,179,141,168,686,486,353,314,604,460,291,519,702,422,319,582,294,323,675,303,546,327,262,325
744,525,207,165,93,70,195,133,182,643,449,316,351,575,454,278,406,664,408,324,648,247,310,620,337,551,303,263,325
589,409,211,149,84,60,204,117,186,666,532,420,572,597,528,339,303,709,490,316,652,271,288,697,401,642,352,272,326
520,420,182,113,57,45,183,97,171,623,483,335,694,581,400,464,363,667,434,283,625,255,290,630,390,612,351,270,328
404,287,206,201,105,80,193,168,175,588,479,260,710,607,501,394,270,721,386,515,675,524,652,551,472,660,336,269,328
472,345,201,166,95,70,199,132,184,758,470,391,627,747,613,328,267,742,401,424,690,434,607,740,427,588,214,228,335
622,474,192,204,120,89,196,165,181,730,495,405,603,660,541,326,344,750,483,383,672,298,321,704,436,669,464,263,339
413,333,182,129,66,53,182,110,172,676,533,285,565,629,504,350,486,397,357,317,677,327,497,712,431,447,332,237,339
373,290,188,133,64,50,187,113,173,676,447,320,551,615,486,327,609,694,403,347,641,238,401,731,395,559,297,243,340
484,377,188,112,56,42,194,93,176,757,493,325,728,652,531,395,270,693,350,510,640,345,420,664,405,523,316,204,346
365,284,188,108,56,41,201,88,180,679,469,302,543,585,496,325,286,678,378,311,627,299,296,627,368,596,362,246,348
493,403,179,128,76,60,184,109,172,688,397,314,570,648,527,336,287,688,407,358,594,307,325,675,392,608,280,271,351
396,278,209,191,95,66,212,147,190,654,591,347,738,600,503,544,314,694,404,354,712,265,303,638,514,594,422,257,351
444,362,180,134,74,59,182,116,169,630,508,314,750,617,429,511,261,697,344,300,671,336,280,656,406,577,379,254,360
420,306,201,183,98,69,209,143,187,688,485,331,603,657,488,347,289,709,423,331,684,391,405,709,419,640,472,280,362
399,306,191,211,115,86,196,173,179,664,525,225,662,663,477,556,280,712,375,319,709,430,356,686,449,565,409,192,363
445,338,193,134,76,57,196,112,175,689,468,384,585,649,496,386,347,682,500,284,620,294,326,679,395,639,313,281,366
375,286,192,180,100,77,188,154,171,630,499,307,639,566,425,494,312,669,355,322,640,268,300,643,411,524,367,259,368
685,495,203,181,104,81,187,149,178,651,545,350,403,620,475,297,359,673,422,302,644,255,286,623,353,623,440,219,369
533,411,190,199,103,82,184,171,170,690,517,321,566,640,541,493,297,745,364,334,714,525,500,725,632,569,469,246,369
184,156,172,73,41,31,193,63,169,473,479,248,599,386,448,302,289,434,286,298,615,290,283,454,370,337,264,230,372
682,494,202,213,119,88,199,171,182,688,598,405,644,605,488,525,303,691,482,429,685,242,296,619,468,614,392,241,376
529,408,190,155,85,66,189,128,176,665,519,346,549,563,472,336,358,658,505,573,651,270,290,580,409,600,400,247,379
315,251,184,80,42,35,177,69,169,646,578,296,729,577,488,503,296,635,342,314,702,261,276,658,449,569,339,245,381
466,377,181,111,66,50,192,93,174,651,530,350,593,603,480,379,608,695,528,338,618,350,314,659,376,495,331,232,384
348,279,182,169,96,78,180,144,172,694,561,294,623,680,519,370,255,730,338,339,711,249,365,749,427,627,406,248,392
517,373,203,121,69,49,208,98,182,688,409,377,556,622,413,328,487,693,422,327,641,260,296,687,342,578,283,287,394
182,135,198,107,51,40,187,91,171,493,522,344,651,489,468,341,305,655,356,361,669,339,300,660,355,555,336,246,394
413,290,208,216,121,80,221,162,195,715,624,343,671,644,538,600,278,689,415,390,743,229,301,655,479,655,535,256,396
353,280,185,190,113,88,188,162,171,597,566,382,646,536,475,479,452,677,436,306,675,298,287,665,465,468,315,246,399
542,425,187,168,102,81,184,147,168,690,459,339,352,637,512,278,316,700,412,345,608,287,323,665,329,585,268,247,399
286,208,202,120,65,50,191,100,174,588,600,395,659,491,501,370,285,638,459,367,682,244,273,628,420,551,374,242,399
605,440,201,160,87,63,204,128,183,704,539,387,652,631,513,452,323,732,460,342,656,299,298,670,463,605,402,252,402
647,481,197,209,109,81,197,175,176,680,474,429,364,668,451,273,376,730,468,356,639,505,347,711,326,574,308,300,402
520,437,174,103,59,50,171,92,164,570,513,332,711,592,491,304,348,756,460,302,655,512,439,543,374,587,315,214,402
349,265,193,127,66,53,184,108,172,644,584,348,665,557,480,491,286,669,381,462,669,238,286,630,441,589,391,218,404
336,245,201,164,91,68,195,133,181,658,507,345,666,653,396,529,497,708,396,291,646,264,306,706,369,624,374,295,405
647,465,204,165,106,84,185,140,172,635,541,363,559,568,453,447,512,699,448,322,651,265,385,656,417,545,375,268,406
433,324,196,185,100,74,198,153,177,613,571,272,682,619,508,450,366,690,338,303,714,287,288,675,641,502,365,203,406
567,426,195,145,83,64,189,121,176,654,465,299,547,610,462,343,322,716,456,297,627,269,295,644,412,584,387,251,411
510,374,200,128,65,47,202,101,186,687,412,296,515,581,459,395,314,670,361,345,605,253,292,647,357,611,370,252,411
454,364,183,157,84,65,190,132,174,621,553,335,660,614,522,510,295,698,413,386,721,371,368,633,413,579,416,226,419
246,179,202,127,60,46,191,108,173,606,595,301,546,540,563,326,269,663,331,604,675,266,299,549,402,513,396,215,420
465,294,232,168,97,64,223,125,197,761,452,332,585,692,542,395,277,743,473,354,635,380,451,749,510,677,314,289,420
561,404,204,143,75,55,200,114,182,655,453,350,568,572,439,349,312,682,408,329,655,268,304,650,409,609,435,268,423
529,414,187,178,102,86,173,157,166,703,448,391,323,645,505,303,557,706,473,326,620,299,373,707,325,580,308,254,423
461,340,199,204,105,77,202,165,181,641,599,379,666,546,481,581,308,705,443,292,699,242,287,620,423,618,409,242,426
507,394,189,111,56,41,200,92,177,639,455,314,565,518,432,335,311,689,396,324,609,263,287,619,360,556,397,264,428
353,273,189,178,101,80,186,150,174,676,537,345,648,620,493,422,288,701,365,389,685,313,334,663,434,595,404,236,432
465,337,202,150,80,57,207,121,182,753,475,373,487,706,528,292,398,740,426,368,654,555,553,733,363,605,252,279,433
390,288,198,201,117,82,209,156,189,698,594,229,709,658,549,397,297,710,331,379,753,557,479,689,486,596,398,186,434
366,275,195,163,81,60,198,131,182,693,532,359,650,668,530,466,296,701,417,364,647,535,582,711,579,577,418,295,435
389,289,197,132,76,49,230,93,206,731,417,375,587,658,503,373,339,725,445,418,580,317,323,678,411,603,321,276,436
270,217,182,78,38,30,186,67,170,476,543,290,700,479,508,297,378,611,317,290,709,280,340,610,381,344,310,499,437
804,532,222,180,97,66,216,133,198,737,531,389,684,687,510,334,362,743,506,334,660,248,419,728,397,677,355,263,437
288,218,193,161,85,65,192,138,170,696,471,308,574,687,495,343,276,702,342,357,677,281,429,719,387,597,399,245,438
599,438,200,163,89,59,219,125,190,708,567,344,669,674,502,426,585,737,468,280,670,303,286,730,397,609,410,230,439
722,484,219,190,109,73,218,146,191,699,469,333,357,621,513,283,425,719,401,369,656,276,326,684,365,575,359,249,441
542,438,181,158,80,68,173,142,163,609,461,352,345,532,369,284,301,644,441,310,575,280,301,598,352,583,251,259,441
386,310,182,130,74,58,187,110,174,662,430,354,572,559,477,395,306,681,440,413,587,306,285,623,343,578,383,260,447
695,509,200,158,88,60,217,121,190,739,513,320,614,669,545,278,305,701,420,340,694,256,350,717,393,635,316,202,450
348,289,176,93,46,38,180,81,168,599,604,250,621,495,513,345,253,571,308,302,703,216,290,513,393,489,331,283,451
437,311,206,221,125,93,196,182,177,625,587,379,673,550,515,410,435,702,491,288,712,254,361,702,600,625,342,219,451
237,187,186,151,83,65,185,129,171,721,447,380,601,631,516,311,309,677,357,406,605,487,653,701,546,515,349,276,452
325,240,199,212,106,78,198,175,178,664,597,317,708,593,507,430,288,688,444,369,713,327,269,673,441,609,432,218,455
308,209,216,179,87,57,222,137,192,531,504,409,698,530,437,537,322,696,488,470,620,296,287,643,395,565,335,284,457
353,290,178,130,71,61,171,116,164,635,512,287,645,640,473,334,291,675,374,311,668,549,419,718,484,569,303,267,459
585,462,186,161,91,71,188,134,175,695,562,393,624,651,525,395,512,739,476,342,690,340,287,715,612,646,359,248,460
505,409,181,119,72,58,181,102,171,632,459,340,540,574,462,376,315,668,422,344,620,269,316,610,370,538,270,255,461
499,391,187,144,81,66,180,126,167,660,411,370,487,603,465,324,306,701,422,380,602,290,285,648,346,648,204,267,463
413,321,189,177,101,77,192,149,174,750,528,361,601,717,618,381,266,765,522,386,703,573,457,747,525,618,321,214,465
399,308,190,186,106,82,190,160,170,692,496,386,714,666,481,435,276,714,405,340,656,388,337,712,424,618,468,292,465
809,558,213,193,111,79,207,148,191,696,556,396,548,648,544,263,339,751,498,335,727,189,292,706,374,640,371,190,465
555,459,177,158,91,71,188,133,174,720,494,333,650,689,521,351,281,761,409,339,634,431,596,728,339,579,386,308,466
697,497,205,181,96,72,195,147,180,723,503,286,405,665,504,276,374,700,403,341,660,268,324,709,352,627,423,232,469
458,338,199,207,117,90,192,171,177,601,479,414,654,627,468,526,332,720,489,420,624,266,303,648,446,606,397,279,471
360,247,214,182,98,71,201,144,184,711,458,264,591,685,543,332,266,670,330,401,668,492,326,698,362,609,339,250,472
479,361,194,141,82,63,191,117,176,654,460,368,577,592,474,371,294,695,434,328,622,271,349,682,392,606,475,273,477
441,371,174,104,68,54,185,88,173,703,446,331,543,623,510,343,552,680,437,294,593,308,301,671,363,572,236,281,481
559,431,190,157,83,64,189,132,174,666,466,376,558,589,454,372,345,729,442,392,578,282,282,615,416,551,305,294,487
