"FSC-A","FSC-H","FSC-W","SSC-A","SSC-B-A","SSC-B-H","SSC-B-W","SSC-H","SSC-W","Comp-APC-A :: OVA-Tet","Comp-APC-Fire 750-A :: CD3","Comp-APC-Fire 810-A :: CD4","Comp-Alexa Fluor 488-A :: TCF1","Comp-Alexa Fluor 532-A :: CD8","Comp-Alexa Fluor 700-A :: CD101","Comp-BV421-A :: Tbet","Comp-BV510-A :: CD62L","Comp-BV570-A :: CD44","Comp-BV605-A :: CD45.1","Comp-BV650-A :: CX3CR1","Comp-BV711-A :: CD45.2","Comp-BV785-A :: CD69","Comp-CellTrace Violet-A :: CTV","Comp-PE-A :: Ly108","Comp-PE-Cy7-A :: EOMES","Comp-PE-Dazzle594-A :: PD1","Comp-PerCP-eFluor 710-A :: TIM3","Comp-Zombie NIR-A :: Viability","Time"
547,407,197,141,89,62,209,103,202,639,453,232,600,606,509,397,320,612,297,386,697,542,721,473,382,415,314,273,397
513,434,173,158,94,80,173,143,162,520,450,289,563,471,522,386,304,699,328,298,701,661,619,246,372,380,280,224,399
466,376,181,148,87,67,191,124,175,665,448,238,678,641,557,424,449,692,373,338,701,554,792,582,468,374,301,236,419
489,383,187,145,75,58,192,121,175,649,409,251,593,601,518,407,356,654,308,337,677,526,770,468,409,347,277,235,422
620,488,186,122,71,57,183,104,171,672,436,273,589,611,476,383,308,732,435,364,617,282,282,651,411,592,381,275,425
437,348,184,180,136,118,169,158,167,725,474,210,553,626,564,365,254,691,386,414,696,537,531,287,417,401,303,232,452
415,326,186,145,82,64,188,120,177,673,470,240,584,618,544,426,318,685,319,372,713,620,721,532,396,321,312,222,476
549,396,203,104,59,43,200,82,184,558,413,269,568,455,451,376,367,693,328,337,636,470,301,198,393,342,297,263,491
410,297,202,135,82,61,197,111,178,551,427,257,596,498,551,348,316,691,331,295,690,535,725,500,390,303,298,245,491
504,414,178,120,71,55,189,99,176,640,499,238,555,593,626,379,570,647,333,340,715,645,820,258,408,487,257,210,494
496,424,172,133,120,107,164,114,171,576,503,253,618,436,537,334,264,706,336,304,715,583,687,663,380,382,328,260,521
487,392,182,125,58,44,194,104,176,644,486,219,592,574,559,364,499,624,322,289,700,596,834,558,430,391,263,183,535
453,355,187,147,83,69,174,129,167,580,408,260,572,493,433,392,396,667,336,269,679,510,770,403,368,289,309,253,550
428,337,186,144,71,54,194,122,172,647,513,238,586,590,584,420,297,691,327,324,700,448,670,588,449,402,283,208,558
470,371,186,171,120,97,181,143,176,694,490,216,584,646,523,328,276,648,260,365,703,562,724,602,383,341,282,225,572
380,322,173,132,82,70,172,113,170,655,427,295,597,574,500,416,329,665,317,324,680,509,647,630,444,337,300,257,576
519,407,187,105,49,36,199,82,188,647,474,243,486,609,524,332,309,678,391,366,688,545,661,529,406,389,330,255,615
448,377,174,108,62,50,182,94,167,592,451,239,580,516,498,417,286,667,300,298,657,255,545,560,457,309,257,231,618
464,382,178,152,84,69,179,135,165,603,436,258,664,558,525,418,292,659,261,334,699,598,721,514,514,362,280,226,621
519,408,186,125,65,50,189,106,174,563,406,257,256,534,538,245,315,644,322,284,703,613,751,476,309,360,282,233,631
292,247,173,178,125,92,200,144,181,469,535,283,461,408,532,336,273,623,304,570,690,272,313,179,466,317,360,345,645
583,476,180,120,72,45,235,83,212,632,489,246,304,415,500,310,492,718,315,345,652,360,660,213,319,312,308,252,678
627,507,181,122,72,58,182,102,175,637,467,221,364,582,556,314,334,685,293,324,697,555,648,201,347,417,346,199,682
483,404,175,117,69,51,199,99,172,629,508,307,617,448,492,429,292,711,344,295,682,566,786,231,407,321,292,241,696
439,367,175,157,120,86,204,130,177,646,415,263,536,521,425,353,292,691,345,356,598,251,308,512,341,505,362,332,702
498,354,206,123,59,41,210,97,184,631,476,214,654,618,527,411,413,675,314,279,661,612,734,526,441,423,261,223,723
405,337,176,147,101,87,171,129,167,640,481,258,609,596,576,445,287,712,373,358,721,595,653,184,395,392,332,201,724
413,343,176,95,53,44,176,84,165,579,509,257,602,522,485,406,365,684,345,299,684,551,721,636,400,377,297,245,752
564,408,202,140,92,71,189,117,176,561,435,222,315,479,519,276,323,689,308,289,682,431,696,296,338,381,308,226,781
499,378,194,111,53,39,199,93,175,587,412,237,546,581,531,344,289,643,297,305,672,506,684,148,383,371,278,215,792
631,503,184,129,70,53,193,107,176,666,396,258,350,589,496,325,623,700,331,437,587,289,293,653,332,581,301,245,798
456,341,196,162,84,62,201,132,180,631,428,296,574,564,511,403,313,686,302,289,673,492,719,579,432,425,278,236,801
490,394,182,139,109,89,179,117,174,596,472,222,579,588,517,335,287,659,287,302,708,572,685,617,452,404,265,218,801
432,315,201,183,115,86,197,148,182,679,471,253,599,557,549,443,276,711,335,339,694,627,662,538,456,386,297,235,809
492,390,184,132,67,54,181,113,170,553,466,244,580,547,526,361,401,542,274,300,678,578,774,577,368,356,321,230,846
569,452,185,192,134,103,189,160,175,676,472,233,325,613,552,286,424,699,363,337,705,661,797,587,372,272,344,270,901
549,437,184,122,69,55,182,105,169,690,414,268,572,613,522,367,263,722,399,453,640,288,301,645,447,632,318,260,947
533,442,177,118,68,58,173,104,165,653,500,265,587,579,560,370,341,663,368,325,697,554,781,596,364,388,333,227,963
457,395,170,104,59,49,178,93,164,521,394,255,553,473,480,366,288,656,396,319,647,360,280,374,402,483,334,231,973
457,365,183,165,128,113,166,140,173,563,417,254,586,553,508,413,354,671,335,316,668,521,769,531,425,397,262,253,976
400,341,172,126,65,54,176,113,163,658,445,250,497,545,537,325,272,593,301,433,692,516,629,422,413,374,321,223,993
553,439,184,135,72,56,188,115,173,661,538,250,585,620,498,388,294,683,299,385,673,499,631,609,443,460,358,238,995
432,351,180,135,100,79,186,112,176,631,479,266,603,502,514,406,534,695,325,323,683,536,735,582,422,336,261,248,1011
543,447,178,136,89,62,212,107,186,606,505,274,643,508,483,400,307,689,349,295,660,509,588,666,443,336,285,265,1023
650,516,185,179,103,80,189,145,180,647,501,240,559,583,488,374,317,718,370,448,675,258,292,657,430,614,382,258,1023
316,267,173,65,34,30,168,59,161,572,579,225,601,462,546,252,246,623,274,320,735,452,548,446,436,343,370,180,1023
475,395,176,166,156,121,188,145,167,673,435,269,541,598,449,325,405,653,317,473,551,264,306,660,318,609,337,351,1023
467,394,174,145,94,70,197,111,191,667,469,253,305,620,557,291,314,668,313,311,700,562,745,348,360,341,317,237,1023
473,404,171,103,64,50,186,86,176,624,450,272,579,533,542,367,277,628,459,555,711,579,593,416,431,461,388,250,1023
577,482,175,119,71,57,180,103,169,643,405,238,608,643,548,370,364,638,393,382,680,553,797,499,400,372,264,236,1023
434,361,176,113,62,45,204,93,178,649,440,281,535,542,508,373,297,636,318,330,692,514,687,562,391,357,309,242,1023
306,262,172,206,204,177,170,177,170,532,537,261,562,423,567,409,287,669,339,419,748,526,712,616,429,438,373,248,1023
449,362,182,154,115,92,183,131,173,655,488,257,532,567,495,317,284,666,289,354,657,377,606,255,348,425,290,277,44
482,389,181,132,93,56,243,100,192,711,549,186,580,615,555,288,283,667,297,374,701,625,766,178,340,332,309,222,46
373,313,174,167,85,67,186,147,166,563,577,255,650,524,540,307,278,630,347,436,695,264,298,603,434,471,385,227,135
618,445,204,212,136,89,223,159,195,658,589,273,703,553,512,575,294,710,296,349,697,268,284,640,528,589,401,245,155
422,361,171,176,168,116,212,139,184,670,500,264,589,555,543,332,384,712,320,352,691,521,703,596,385,418,276,285,175
459,358,188,173,108,82,194,142,178,654,472,235,561,607,529,365,591,653,308,374,694,585,720,420,407,373,303,275,217
490,383,187,187,119,76,229,144,190,583,454,226,597,498,556,431,298,725,398,374,689,541,679,202,445,388,244,262,257
479,409,171,95,56,47,176,84,166,631,408,274,518,567,494,330,296,666,310,307,672,462,635,547,392,453,323,243,336
415,349,174,105,63,50,183,91,169,649,465,246,550,569,522,340,286,613,312,312,697,500,675,595,398,398,274,224,340
449,366,180,98,58,45,190,81,177,542,454,231,587,392,551,453,355,578,274,314,695,527,759,456,400,473,279,207,352
391,307,186,109,58,48,179,96,166,612,433,218,584,578,473,328,466,666,288,313,678,479,669,537,347,352,305,222,381
550,429,188,146,70,52,196,125,171,648,441,265,540,598,456,306,275,659,340,548,602,237,317,659,385,577,328,284,383
350,281,183,116,67,48,207,96,177,634,529,249,615,575,529,280,254,605,328,384,668,250,311,639,386,583,354,218,403
721,546,193,180,98,68,209,143,185,712,598,294,578,643,522,322,344,729,437,348,684,266,309,689,402,641,456,248,417
552,417,194,123,67,51,192,101,178,625,438,246,596,581,497,387,340,695,349,311,696,504,623,526,444,479,304,237,417
402,302,195,142,85,69,182,122,171,605,428,290,569,543,508,370,287,698,377,320,691,468,682,261,382,327,312,248,448
412,336,179,96,48,39,178,82,171,580,447,249,578,482,510,347,288,683,321,326,701,612,584,509,433,342,314,207,477
373,321,170,138,84,75,164,126,160,491,436,214,356,395,513,267,333,634,299,324,715,570,628,497,356,341,298,199,480
499,384,191,141,66,52,185,121,171,616,417,286,646,584,596,516,274,685,310,311,709,590,638,215,409,382,330,217,485
524,453,170,76,42,36,175,68,164,651,464,317,581,610,451,291,309,652,352,348,609,280,337,630,334,566,353,279,487
351,274,188,151,85,73,170,136,163,631,420,248,562,504,498,418,325,660,378,338,652,435,725,598,388,349,268,247,493
263,200,192,160,84,67,185,139,169,687,592,367,586,594,588,331,344,719,285,363,736,532,710,624,448,394,408,183,499
437,371,173,164,89,77,169,148,163,678,474,276,539,570,544,331,288,695,292,300,715,659,774,604,383,346,295,232,529
387,333,170,110,63,50,186,97,166,560,559,275,521,430,486,329,268,599,316,529,682,264,262,546,418,411,328,257,531
459,379,177,123,57,48,175,111,162,543,416,254,580,539,533,347,366,645,294,309,690,614,680,259,418,332,299,217,550
377,316,175,121,59,47,182,106,167,452,523,228,617,463,518,531,276,674,287,320,715,221,311,431,531,324,347,201,554
571,451,185,151,84,71,175,131,169,618,443,221,597,607,520,371,277,636,299,369,687,336,603,489,423,393,314,203,559
462,362,187,179,94,72,193,145,181,674,433,286,546,650,549,448,431,696,344,344,714,526,754,520,413,349,310,225,560
525,442,174,117,63,47,199,101,170,614,498,229,348,438,489,283,546,640,324,382,670,596,797,536,375,340,252,231,593
435,337,189,175,98,78,184,147,175,587,496,237,558,538,579,366,586,709,293,290,708,615,858,576,421,340,313,188,593
485,393,181,133,87,68,188,111,175,537,482,234,637,549,521,401,439,658,357,378,663,552,762,593,427,397,281,227,624
569,457,183,130,67,53,188,111,171,644,469,247,327,545,530,283,340,636,395,411,702,532,715,597,363,336,366,213,662
466,381,179,199,189,149,187,148,197,563,607,263,615,380,560,398,406,681,303,418,712,617,715,82,423,288,334,351,672
539,435,182,112,62,46,195,93,176,564,463,223,583,500,521,447,280,680,305,316,713,589,612,207,465,418,297,203,672
416,327,186,152,76,61,184,132,168,621,553,247,581,521,499,472,283,704,307,309,674,560,702,615,457,383,307,259,674
477,398,175,164,78,65,176,146,164,567,525,250,612,397,541,363,262,691,327,306,721,599,731,525,472,462,282,186,698
329,277,174,146,103,83,182,129,165,625,507,222,331,470,546,311,371,622,317,330,713,562,808,551,358,391,298,249,746
585,442,194,181,88,65,197,149,178,685,452,239,618,682,566,376,309,747,430,262,661,502,634,732,428,621,320,251,760
653,463,207,161,99,71,205,129,184,655,438,237,296,513,547,307,329,675,341,352,708,539,642,571,383,343,338,236,788
597,485,180,101,51,41,184,87,169,622,426,290,592,577,459,313,301,677,338,294,618,260,286,659,343,578,260,279,804
419,299,205,123,61,46,194,101,178,474,467,237,627,474,505,357,354,699,455,397,674,574,671,322,469,336,311,235,828
462,386,175,129,103,91,166,113,167,638,455,277,561,580,471,312,368,706,423,362,587,338,302,632,335,535,285,314,873
325,275,173,169,88,73,176,149,165,566,589,227,611,425,558,420,234,638,272,390,762,482,748,435,382,342,363,210,917
457,381,176,193,175,165,155,173,163,634,484,220,585,376,517,423,322,692,323,423,695,564,768,471,410,335,309,273,976
593,457,190,143,77,63,178,124,168,704,447,230,370,557,511,299,301,705,316,412,684,582,560,295,369,543,293,213,980
541,408,194,153,81,61,193,126,178,637,530,217,707,587,477,464,286,687,376,285,680,209,299,676,435,600,419,211,1001
264,223,173,116,81,52,227,87,195,651,494,251,622,517,511,312,294,620,352,486,610,284,309,638,373,493,300,257,1002
475,360,194,157,107,69,226,121,190,608,415,242,359,562,537,301,349,689,312,325,687,497,740,239,352,384,280,255,1008
451,366,180,112,52,41,183,97,169,581,405,203,495,523,477,393,293,660,287,320,665,653,648,257,378,343,295,219,1010
517,423,179,143,73,61,175,126,166,569,494,229,526,446,506,356,490,674,328,297,695,590,758,420,422,344,257,194,1023
